account_id,district_id,frequency,date
730,4,月结,1993-08-28
1694,6,周结,1993-08-29
721,76,月结,1993-08-29
1106,20,周结,1993-08-29
3319,56,月结,1993-08-29
10451,1,月结,1993-08-29
172,13,月结,1993-08-30
3920,74,月结,1993-09-01
3011,64,月结,1993-09-01
1337,23,月结,1993-09-01
2592,69,月结,1993-09-01
146,4,月结,1993-09-02
2576,1,月结,1993-09-02
3195,40,月结,1993-09-02
8073,24,交易之后马上,1993-09-03
4463,67,月结,1993-09-03
2082,36,月结,1993-09-03
2020,13,月结,1993-09-04
160,23,月结,1993-09-04
7607,1,月结,1993-09-05
117,31,月结,1993-09-05
3509,2,月结,1993-09-05
151,76,月结,1993-09-06
1719,1,月结,1993-09-06
3456,32,月结,1993-09-06
2951,44,月结,1993-09-06
7190,49,月结,1993-09-06
1827,10,月结,1993-09-06
1689,55,月结,1993-09-07
1197,68,月结,1993-09-07
5952,50,月结,1993-09-07
6930,41,月结,1993-09-08
1107,42,月结,1993-09-08
8475,4,月结,1993-09-08
3575,7,月结,1993-09-08
2691,69,月结,1993-09-08
3323,13,月结,1993-09-08
2428,72,月结,1993-09-08
2649,2,月结,1993-09-08
2907,70,月结,1993-09-09
1091,16,月结,1993-09-09
1487,66,月结,1993-09-10
3157,77,月结,1993-09-10
4414,24,月结,1993-09-10
2302,24,月结,1993-09-10
1410,74,月结,1993-09-11
1146,67,月结,1993-09-12
8564,68,月结,1993-09-12
750,73,月结,1993-09-12
2150,37,月结,1993-09-12
10940,50,月结,1993-09-13
9337,30,月结,1993-09-13
861,22,月结,1993-09-13
10440,72,月结,1993-09-13
10036,1,月结,1993-09-13
1234,6,月结,1993-09-13
7774,74,交易之后马上,1993-09-14
1547,72,月结,1993-09-14
1079,74,月结,1993-09-14
3863,15,月结,1993-09-14
3480,58,月结,1993-09-14
2671,1,月结,1993-09-15
1705,70,月结,1993-09-15
3028,27,月结,1993-09-15
3310,25,月结,1993-09-15
6715,48,周结,1993-09-15
3255,1,月结,1993-09-15
3751,9,月结,1993-09-15
2987,18,月结,1993-09-16
857,77,月结,1993-09-16
3042,10,月结,1993-09-16
2695,16,月结,1993-09-16
2849,1,月结,1993-09-16
2802,1,月结,1993-09-16
34,67,周结,1993-09-17
7133,1,月结,1993-09-17
699,1,月结,1993-09-17
2282,29,周结,1993-09-17
8489,19,月结,1993-09-18
837,46,月结,1993-09-18
8759,1,月结,1993-09-18
1602,33,月结,1993-09-19
2958,48,月结,1993-09-19
3408,62,月结,1993-09-19
153,77,月结,1993-09-19
3268,21,月结,1993-09-20
854,62,月结,1993-09-21
1831,1,月结,1993-09-21
39,36,月结,1993-09-22
1811,40,月结,1993-09-22
3822,8,月结,1993-09-22
1404,7,周结,1993-09-22
517,76,月结,1993-09-22
1440,55,月结,1993-09-22
3505,46,月结,1993-09-23
1804,20,周结,1993-09-23
2617,1,月结,1993-09-24
467,74,月结,1993-09-24
4437,40,月结,1993-09-24
1453,61,周结,1993-09-25
3977,7,月结,1993-09-25
8982,64,月结,1993-09-25
27,73,月结,1993-09-26
4511,33,月结,1993-09-26
1052,61,月结,1993-09-27
10227,62,交易之后马上,1993-09-27
3171,61,月结,1993-09-28
228,5,月结,1993-09-28
3618,29,月结,1993-09-29
1016,40,月结,1993-09-29
15,70,月结,1993-10-02
3237,20,月结,1993-10-02
1485,36,月结,1993-10-03
7769,23,月结,1993-10-03
2613,26,月结,1993-10-03
2201,8,月结,1993-10-05
1896,74,月结,1993-10-05
5387,1,月结,1993-10-05
3535,1,月结,1993-10-05
1120,1,月结,1993-10-05
235,41,月结,1993-10-06
3701,76,月结,1993-10-06
1516,67,月结,1993-10-08
4543,33,月结,1993-10-08
2427,70,周结,1993-10-08
1981,64,月结,1993-10-08
8566,74,月结,1993-10-08
678,17,月结,1993-10-08
4659,56,月结,1993-10-08
4059,34,月结,1993-10-08
4013,73,交易之后马上,1993-10-08
7011,75,月结,1993-10-08
2132,76,月结,1993-10-08
1816,44,月结,1993-10-08
2623,58,月结,1993-10-09
2793,47,月结,1993-10-09
2479,18,月结,1993-10-09
11135,75,月结,1993-10-10
8041,1,月结,1993-10-10
492,5,月结,1993-10-10
799,56,月结,1993-10-10
3972,51,月结,1993-10-11
1468,54,月结,1993-10-11
624,70,月结,1993-10-11
3483,40,月结,1993-10-12
4260,56,月结,1993-10-14
616,43,月结,1993-10-14
931,59,月结,1993-10-15
102,11,月结,1993-10-16
540,75,月结,1993-10-16
2660,1,周结,1993-10-17
4287,1,月结,1993-10-17
3551,6,月结,1993-10-17
2072,41,月结,1993-10-17
4119,77,月结,1993-10-18
1345,28,月结,1993-10-19
1565,36,月结,1993-10-20
2824,11,月结,1993-10-20
2052,61,月结,1993-10-20
1767,21,月结,1993-10-20
2140,75,月结,1993-10-21
1051,35,月结,1993-10-21
3927,56,月结,1993-10-22
2050,1,月结,1993-10-22
2276,31,月结,1993-10-22
126,5,月结,1993-10-23
2859,11,月结,1993-10-23
2667,23,月结,1993-10-23
1789,46,月结,1993-10-23
838,47,月结,1993-10-23
3264,70,月结,1993-10-23
198,70,月结,1993-10-25
2345,5,月结,1993-10-25
5256,72,交易之后马上,1993-10-25
40,64,月结,1993-10-25
419,13,月结,1993-10-25
3892,43,月结,1993-10-25
1217,69,月结,1993-10-25
397,11,月结,1993-10-26
3146,68,月结,1993-10-26
287,16,月结,1993-10-27
2180,45,月结,1993-10-27
354,59,月结,1993-10-28
259,2,月结,1993-10-28
1666,67,月结,1993-10-30
1495,36,月结,1993-11-01
2582,28,月结,1993-11-01
4470,16,月结,1993-11-01
1381,57,月结,1993-11-01
2435,38,月结,1993-11-01
542,1,月结,1993-11-01
1123,13,月结,1993-11-01
3225,1,月结,1993-11-01
1133,1,月结,1993-11-01
3086,1,月结,1993-11-02
2250,35,月结,1993-11-02
340,1,月结,1993-11-03
4079,52,月结,1993-11-03
841,1,月结,1993-11-04
2269,6,月结,1993-11-04
2867,30,月结,1993-11-04
3371,68,月结,1993-11-04
520,60,月结,1993-11-04
743,10,月结,1993-11-05
3640,10,月结,1993-11-05
3354,63,月结,1993-11-05
107,64,月结,1993-11-05
243,55,周结,1993-11-06
3687,71,月结,1993-11-06
1984,73,月结,1993-11-07
4173,1,月结,1993-11-08
2700,74,月结,1993-11-08
2318,73,月结,1993-11-08
7965,55,月结,1993-11-08
3352,42,月结,1993-11-08
4255,70,周结,1993-11-08
73,72,月结,1993-11-08
3948,1,月结,1993-11-09
648,13,月结,1993-11-09
3688,70,月结,1993-11-10
462,29,月结,1993-11-10
3243,1,月结,1993-11-10
8625,64,月结,1993-11-10
321,47,月结,1993-11-11
3548,23,月结,1993-11-11
5984,11,月结,1993-11-11
3091,3,月结,1993-11-11
626,72,月结,1993-11-11
998,47,月结,1993-11-11
3326,5,月结,1993-11-11
2457,76,月结,1993-11-11
2549,74,月结,1993-11-12
1947,35,月结,1993-11-12
2738,41,月结,1993-11-12
1809,1,周结,1993-11-12
519,24,月结,1993-11-12
2665,61,月结,1993-11-13
1114,6,周结,1993-11-13
8957,1,月结,1993-11-13
2271,68,月结,1993-11-13
196,4,月结,1993-11-14
3218,41,月结,1993-11-14
3660,74,月结,1993-11-14
787,10,月结,1993-11-14
3820,1,月结,1993-11-14
10906,76,月结,1993-11-14
914,73,月结,1993-11-14
9656,61,月结,1993-11-14
1941,60,月结,1993-11-15
3617,22,月结,1993-11-15
3370,49,月结,1993-11-15
1664,56,月结,1993-11-15
4337,29,月结,1993-11-16
2557,40,月结,1993-11-17
1527,31,交易之后马上,1993-11-17
3938,57,月结,1993-11-17
1686,11,月结,1993-11-18
10670,60,月结,1993-11-18
3309,66,月结,1993-11-20
3107,5,月结,1993-11-20
8377,29,月结,1993-11-20
345,5,月结,1993-11-20
498,1,月结,1993-11-21
3571,39,月结,1993-11-21
5991,1,月结,1993-11-21
1128,74,月结,1993-11-21
10439,66,月结,1993-11-21
1302,55,月结,1993-11-21
10788,67,周结,1993-11-22
4343,31,月结,1993-11-22
2460,1,月结,1993-11-22
1931,20,月结,1993-11-23
2972,12,月结,1993-11-23
1286,66,交易之后马上,1993-11-23
1235,76,月结,1993-11-23
4385,23,月结,1993-11-23
7449,1,月结,1993-11-24
545,54,月结,1993-11-24
245,65,月结,1993-11-25
688,74,月结,1993-11-25
173,66,月结,1993-11-26
10904,48,月结,1993-11-26
7844,1,月结,1993-11-26
6353,26,月结,1993-11-26
604,12,月结,1993-11-26
6806,1,月结,1993-11-26
5927,15,月结,1993-11-26
2419,24,月结,1993-11-27
1288,11,月结,1993-11-27
3003,18,月结,1993-11-27
10131,1,月结,1993-11-27
1952,70,月结,1993-11-28
651,72,月结,1993-11-28
2989,4,月结,1993-11-28
1499,47,月结,1993-11-28
426,1,月结,1993-11-29
3570,44,月结,1993-11-29
4237,18,月结,1993-11-29
2739,59,月结,1993-11-29
4526,63,月结,1993-11-29
1621,75,月结,1993-12-01
344,54,月结,1993-12-01
1359,8,月结,1993-12-02
290,56,月结,1993-12-02
66,48,交易之后马上,1993-12-03
1314,48,月结,1993-12-03
3145,4,月结,1993-12-03
1204,29,月结,1993-12-03
437,43,月结,1993-12-03
2063,1,月结,1993-12-04
3087,15,月结,1993-12-04
2588,5,月结,1993-12-04
956,74,月结,1993-12-05
597,41,月结,1993-12-05
3129,5,月结,1993-12-05
884,2,月结,1993-12-07
4264,28,月结,1993-12-07
3223,1,月结,1993-12-07
737,34,月结,1993-12-08
2306,38,月结,1993-12-08
1673,53,月结,1993-12-08
10663,11,月结,1993-12-08
3345,22,月结,1993-12-08
1970,8,月结,1993-12-08
2504,16,月结,1993-12-09
358,12,月结,1993-12-09
2980,66,月结,1993-12-09
3918,53,月结,1993-12-09
1680,59,月结,1993-12-10
3039,1,月结,1993-12-10
3380,64,月结,1993-12-10
2128,22,月结,1993-12-10
903,47,月结,1993-12-10
1762,28,月结,1993-12-11
61,70,月结,1993-12-11
391,36,月结,1993-12-11
2305,1,月结,1993-12-11
1588,67,月结,1993-12-11
183,43,月结,1993-12-12
365,74,月结,1993-12-12
2476,32,月结,1993-12-12
347,65,月结,1993-12-13
1877,76,月结,1993-12-13
3196,1,月结,1993-12-13
2928,55,月结,1993-12-14
1225,4,月结,1993-12-14
3825,7,月结,1993-12-14
180,55,周结,1993-12-14
2813,24,月结,1993-12-15
1605,72,月结,1993-12-16
1792,7,月结,1993-12-16
1604,54,月结,1993-12-16
883,1,月结,1993-12-17
441,27,周结,1993-12-17
3429,73,月结,1993-12-17
4514,69,月结,1993-12-18
1088,32,月结,1993-12-19
3094,56,月结,1993-12-20
1768,15,月结,1993-12-20
2768,73,月结,1993-12-20
2257,57,月结,1993-12-21
1882,1,月结,1993-12-21
719,30,月结,1993-12-21
5092,74,月结,1993-12-21
3292,1,月结,1993-12-21
3604,75,月结,1993-12-22
2733,76,月结,1993-12-22
3669,76,月结,1993-12-22
1940,52,月结,1993-12-22
3056,55,月结,1993-12-22
1419,33,月结,1993-12-22
2971,76,周结,1993-12-23
1959,62,月结,1993-12-24
3164,33,月结,1993-12-24
3197,1,月结,1993-12-25
2770,42,月结,1993-12-25
7944,59,月结,1993-12-27
1080,55,月结,1993-12-27
6148,74,月结,1993-12-27
2010,1,月结,1993-12-27
3135,72,月结,1993-12-27
1098,47,月结,1993-12-28
100,41,月结,1993-12-28
2913,8,月结,1993-12-28
1153,35,月结,1993-12-29
1635,19,月结,1993-12-29
2842,14,月结,1993-12-29
3759,1,月结,1993-12-29
3594,29,月结,1993-12-30
2778,38,月结,1993-12-30
2161,15,周结,1993-12-30
2789,14,月结,1994-01-01
1552,18,月结,1994-01-02
628,72,月结,1994-01-03
1458,29,月结,1994-01-03
2673,34,月结,1994-01-04
1788,1,月结,1994-01-04
1193,29,月结,1994-01-05
969,19,月结,1994-01-08
1512,1,月结,1994-01-08
3997,62,月结,1994-01-13
2179,1,周结,1994-01-14
1164,35,月结,1994-01-14
4774,66,月结,1994-01-14
4413,74,周结,1994-01-15
1824,52,月结,1994-01-17
1231,7,月结,1994-01-18
2664,58,月结,1994-01-20
1627,1,月结,1994-01-20
9104,10,月结,1994-01-21
2326,70,月结,1994-01-24
4356,47,月结,1994-01-26
3667,55,月结,1994-01-26
742,77,月结,1994-01-28
2538,42,月结,1994-01-30
127,29,月结,1994-02-02
726,76,月结,1994-02-03
4907,42,月结,1994-02-06
2628,64,交易之后马上,1994-02-06
3898,70,月结,1994-02-07
6472,61,月结,1994-02-08
1770,65,月结,1994-02-08
2472,60,月结,1994-02-08
1159,49,月结,1994-02-09
4418,66,月结,1994-02-09
1470,19,月结,1994-02-10
1813,47,月结,1994-02-11
4416,14,月结,1994-02-12
2315,75,月结,1994-02-13
3876,69,月结,1994-02-13
4329,1,月结,1994-02-17
3184,1,月结,1994-02-18
370,25,月结,1994-02-18
1317,56,月结,1994-02-18
2675,1,月结,1994-02-19
3840,76,月结,1994-02-19
4009,56,月结,1994-02-20
3886,1,月结,1994-02-20
3445,1,月结,1994-02-22
2482,1,月结,1994-02-23
2361,28,月结,1994-02-25
974,29,月结,1994-02-25
2959,8,月结,1994-02-25
1880,76,月结,1994-02-25
3355,70,月结,1994-02-26
2501,30,月结,1994-02-26
1073,73,月结,1994-02-27
8558,1,交易之后马上,1994-02-27
3101,1,月结,1994-02-27
2568,17,月结,1994-03-02
1169,49,交易之后马上,1994-03-02
3684,23,月结,1994-03-04
1406,50,月结,1994-03-04
71,1,月结,1994-03-05
3528,10,月结,1994-03-05
3405,36,月结,1994-03-07
6118,1,周结,1994-03-07
2382,59,月结,1994-03-08
1570,1,月结,1994-03-12
1511,51,交易之后马上,1994-03-13
1237,9,月结,1994-03-13
3307,30,月结,1994-03-13
3378,55,月结,1994-03-14
989,19,月结,1994-03-14
3253,71,交易之后马上,1994-03-15
1626,3,月结,1994-03-15
289,1,月结,1994-03-17
1987,54,月结,1994-03-17
817,5,月结,1994-03-18
2228,34,月结,1994-03-19
904,1,月结,1994-03-20
3824,41,月结,1994-03-20
3599,63,月结,1994-03-20
22,1,月结,1994-03-23
470,64,月结,1994-03-23
1273,37,月结,1994-03-25
237,50,月结,1994-03-25
59,43,月结,1994-03-27
572,32,月结,1994-03-27
1269,52,月结,1994-03-28
855,1,月结,1994-03-28
3183,45,月结,1994-04-01
1969,5,月结,1994-04-02
2799,54,周结,1994-04-03
1042,43,月结,1994-04-03
1158,50,月结,1994-04-03
2713,26,月结,1994-04-03
740,28,月结,1994-04-04
493,26,月结,1994-04-05
2067,76,月结,1994-04-07
3804,7,月结,1994-04-07
4259,66,月结,1994-04-08
2886,1,月结,1994-04-08
761,43,月结,1994-04-09
1918,24,月结,1994-04-10
3036,10,月结,1994-04-10
3259,1,月结,1994-04-11
4408,71,周结,1994-04-11
2009,17,月结,1994-04-14
1194,1,月结,1994-04-15
3718,63,月结,1994-04-16
3201,4,月结,1994-04-17
460,1,月结,1994-04-18
784,59,月结,1994-04-19
3714,2,周结,1994-04-21
2154,63,月结,1994-04-21
1256,38,月结,1994-04-21
1353,51,月结,1994-04-21
1820,10,月结,1994-04-22
2494,74,月结,1994-04-23
2399,1,月结,1994-04-26
343,18,月结,1994-04-26
575,38,月结,1994-04-26
900,48,月结,1994-04-26
1467,37,月结,1994-04-27
31,68,月结,1994-04-27
1375,19,月结,1994-04-27
1371,1,月结,1994-04-27
844,53,月结,1994-04-28
908,62,月结,1994-04-29
3134,48,月结,1994-04-29
2092,1,月结,1994-04-29
3747,1,月结,1994-05-01
277,32,交易之后马上,1994-05-01
3595,30,月结,1994-05-01
2511,40,月结,1994-05-01
1388,29,月结,1994-05-02
4245,52,月结,1994-05-02
3838,3,月结,1994-05-02
543,64,月结,1994-05-03
3653,31,月结,1994-05-03
524,61,月结,1994-05-03
82,26,月结,1994-05-03
3912,2,月结,1994-05-04
1949,41,月结,1994-05-04
1865,1,月结,1994-05-04
451,11,月结,1994-05-05
50,1,月结,1994-05-06
1184,14,月结,1994-05-06
363,1,月结,1994-05-06
2454,8,月结,1994-05-07
2847,75,月结,1994-05-08
2740,14,月结,1994-05-08
1871,48,月结,1994-05-10
8405,20,月结,1994-05-10
266,47,月结,1994-05-11
1879,10,月结,1994-05-13
2259,64,月结,1994-05-14
609,63,月结,1994-05-15
9750,74,月结,1994-05-16
2375,29,月结,1994-05-16
216,38,月结,1994-05-16
56,50,月结,1994-05-16
7824,60,月结,1994-05-17
649,69,周结,1994-05-17
2996,54,月结,1994-05-17
1509,51,月结,1994-05-19
2170,1,交易之后马上,1994-05-19
2001,75,月结,1994-05-19
2903,38,月结,1994-05-19
3717,56,月结,1994-05-20
4195,67,月结,1994-05-21
2496,51,月结,1994-05-21
9583,31,周结,1994-05-22
3636,21,月结,1994-05-22
1826,5,月结,1994-05-22
2227,31,周结,1994-05-22
2749,1,月结,1994-05-23
535,35,月结,1994-05-24
4066,72,月结,1994-05-24
2662,71,月结,1994-05-24
1053,57,月结,1994-05-25
11333,8,月结,1994-05-26
1838,68,月结,1994-05-26
3037,44,月结,1994-05-26
3372,23,月结,1994-05-26
985,32,月结,1994-05-29
6924,74,月结,1994-06-01
3484,22,月结,1994-06-01
700,20,月结,1994-06-01
3289,1,月结,1994-06-02
2638,5,月结,1994-06-02
8316,70,月结,1994-06-04
1634,77,月结,1994-06-04
4825,15,月结,1994-06-04
3650,8,月结,1994-06-05
10942,44,周结,1994-06-05
2922,16,月结,1994-06-06
693,2,月结,1994-06-06
2260,1,月结,1994-06-07
538,70,月结,1994-06-07
548,16,月结,1994-06-07
941,8,月结,1994-06-08
2155,58,月结,1994-06-08
4519,8,月结,1994-06-08
3539,42,月结,1994-06-08
6511,72,月结,1994-06-10
2569,2,月结,1994-06-10
43,36,月结,1994-06-12
1047,46,月结,1994-06-13
3479,22,月结,1994-06-14
2868,1,月结,1994-06-15
4328,72,月结,1994-06-17
5628,61,月结,1994-06-17
3160,22,月结,1994-06-19
1856,26,月结,1994-06-19
154,46,月结,1994-06-21
3030,65,月结,1994-06-22
1938,1,月结,1994-06-25
1870,10,月结,1994-06-25
3275,74,月结,1994-06-29
8492,2,月结,1994-06-29
10093,1,周结,1994-07-01
3805,9,月结,1994-07-02
200,17,月结,1994-07-03
2471,6,月结,1994-07-03
352,39,月结,1994-07-04
1291,1,月结,1994-07-04
161,28,月结,1994-07-04
711,70,月结,1994-07-06
964,26,月结,1994-07-08
1012,65,月结,1994-07-09
4276,43,月结,1994-07-09
901,60,月结,1994-07-10
7765,52,周结,1994-07-10
90,1,月结,1994-07-13
5574,13,周结,1994-07-14
741,54,月结,1994-07-14
2819,35,月结,1994-07-16
478,58,月结,1994-07-16
2615,68,月结,1994-07-17
3503,1,月结,1994-07-17
3921,18,月结,1994-07-17
662,21,月结,1994-07-18
2654,56,月结,1994-07-21
9627,65,交易之后马上,1994-07-22
2470,16,月结,1994-07-23
427,8,月结,1994-07-24
709,19,月结,1994-07-25
629,31,月结,1994-07-25
2606,1,月结,1994-07-27
6738,62,月结,1994-07-28
2912,74,月结,1994-07-30
4995,20,周结,1994-08-01
1022,33,周结,1994-08-01
1797,24,月结,1994-08-01
3497,76,月结,1994-08-02
1848,1,月结,1994-08-04
582,12,月结,1994-08-05
3167,18,月结,1994-08-08
1579,57,月结,1994-08-09
610,74,月结,1994-08-11
3536,24,月结,1994-08-11
1017,14,月结,1994-08-11
3017,75,月结,1994-08-12
3112,38,月结,1994-08-12
1360,71,月结,1994-08-14
2747,1,月结,1994-08-14
9192,1,月结,1994-08-16
1398,62,月结,1994-08-18
1246,58,月结,1994-08-18
1592,38,月结,1994-08-18
3728,10,月结,1994-08-18
4131,5,月结,1994-08-19
377,70,月结,1994-08-19
1911,68,月结,1994-08-21
635,21,月结,1994-08-21
3625,3,月结,1994-08-22
3425,70,月结,1994-08-24
1327,65,月结,1994-08-24
8776,64,月结,1994-08-24
2798,70,月结,1994-08-24
2401,16,月结,1994-08-26
3612,70,月结,1994-08-27
4580,9,月结,1994-08-27
3226,65,月结,1994-08-28
7523,63,月结,1994-08-29
3533,74,月结,1994-08-29
422,53,周结,1994-08-29
3608,72,周结,1994-08-30
1105,55,月结,1994-09-01
2596,1,月结,1994-09-02
9006,40,周结,1994-09-02
3579,53,月结,1994-09-02
710,25,月结,1994-09-02
7546,43,月结,1994-09-03
1766,28,月结,1994-09-03
1292,3,月结,1994-09-03
3797,64,月结,1994-09-03
3478,30,月结,1994-09-04
8899,1,周结,1994-09-05
1975,19,月结,1994-09-07
3049,61,月结,1994-09-08
3730,17,月结,1994-09-08
1714,72,月结,1994-09-08
518,74,月结,1994-09-09
6321,1,月结,1994-09-10
3926,72,月结,1994-09-11
1878,52,周结,1994-09-13
3712,3,月结,1994-09-13
2030,51,月结,1994-09-13
3869,72,月结,1994-09-13
1908,20,月结,1994-09-13
3142,2,月结,1994-09-14
1301,18,月结,1994-09-15
3288,54,月结,1994-09-15
318,36,月结,1994-09-16
3336,51,月结,1994-09-19
1653,1,月结,1994-09-19
577,29,月结,1994-09-20
2960,19,月结,1994-09-20
2267,54,周结,1994-09-20
1989,48,月结,1994-09-21
1352,1,月结,1994-09-23
851,15,月结,1994-09-23
716,47,月结,1994-09-25
3555,32,月结,1994-09-26
6,51,月结,1994-09-27
1828,1,月结,1994-09-28
1333,21,月结,1994-09-29
11359,61,月结,1994-10-01
3457,54,月结,1994-10-01
2627,76,月结,1994-10-02
2025,19,月结,1994-10-02
3975,20,月结,1994-10-02
2905,74,月结,1994-10-03
3827,1,月结,1994-10-04
939,55,月结,1994-10-04
1421,71,月结,1994-10-05
1934,46,月结,1994-10-05
3878,23,月结,1994-10-07
2363,47,月结,1994-10-07
1559,14,月结,1994-10-08
2195,73,月结,1994-10-08
1205,73,月结,1994-10-08
2059,37,月结,1994-10-08
2333,45,月结,1994-10-08
3074,74,周结,1994-10-08
2840,15,月结,1994-10-09
2430,3,月结,1994-10-09
2463,56,月结,1994-10-11
3860,4,月结,1994-10-11
2788,54,月结,1994-10-12
8127,37,月结,1994-10-13
596,31,月结,1994-10-13
3622,53,月结,1994-10-15
1312,23,月结,1994-10-15
2742,23,月结,1994-10-15
654,63,月结,1994-10-16
4283,39,月结,1994-10-16
2924,56,月结,1994-10-16
